"","agency_cd","site_no","station_nm","site_tp_cd","dec_lat_va","dec_long_va","coord_acy_cd","dec_coord_datum_cd","alt_va","alt_acy_va","alt_datum_cd","huc_cd","data_type_cd","parm_cd","stat_cd","ts_id","loc_web_ds","medium_grp_cd","parm_grp_cd","srs_id","access_cd","begin_date","Year_start","end_date","Year_end","count_nu","period","county"
"576","USGS","02099238","BULL RUN AT NC 29/70 NR JAMESTOWN, NC","ST",35.99805556,-79.9266667,"S","NAD83",725,5,"NGVD29","03030003","qw","00095",NA,"0",NA,"bio","PHY","1646694","0",2003-05-15,"2003",2003-05-15,"2003",1,0,"guilford"
"577","USGS","02099238","BULL RUN AT NC 29/70 NR JAMESTOWN, NC","ST",35.99805556,-79.9266667,"S","NAD83",725,5,"NGVD29","03030003","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2003-02-20,"2003",2003-07-08,"2003",3,138,"guilford"
"578","USGS","02099480","RICHLAND CREEK NR ARCHDALE, NC","ST",35.9411111,-79.9322222,"S","NAD83",690,5,"NGVD29","03030003","qw","00095",NA,"0",NA,"bio","PHY","1646694","0",2003-05-16,"2003",2003-05-16,"2003",1,0,"guilford"
"579","USGS","02099480","RICHLAND CREEK NR ARCHDALE, NC","ST",35.9411111,-79.9322222,"S","NAD83",690,5,"NGVD29","03030003","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2003-02-20,"2003",2003-07-08,"2003",3,138,"guilford"
"580","USGS","02100295","HASKETTS CR BELOW SR2149 NEAR CENTRAL FALLS, NC","ST",35.76305556,-79.7883333,"S","NAD83",605,5,"NGVD29","03030003","qw","00095",NA,"0",NA,"bio","PHY","1646694","0",2003-05-13,"2003",2003-05-13,"2003",1,0,"randolph"
"581","USGS","02100295","HASKETTS CR BELOW SR2149 NEAR CENTRAL FALLS, NC","ST",35.76305556,-79.7883333,"S","NAD83",605,5,"NGVD29","03030003","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2003-02-19,"2003",2003-07-08,"2003",3,139,"randolph"
"582","USGS","02100634","VESTAL CREEK NR ASHEBORO, NC","ST",35.65916667,-79.7769444,"H","NAD83",575,5,"NGVD29","03030003","qw","00095",NA,"0",NA,"bio","PHY","1646694","0",2003-05-13,"2003",2003-05-13,"2003",1,0,"randolph"
"583","USGS","02100634","VESTAL CREEK NR ASHEBORO, NC","ST",35.65916667,-79.7769444,"H","NAD83",575,5,"NGVD29","03030003","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2003-02-19,"2003",2003-07-08,"2003",3,139,"randolph"
"584","USGS","0210063780","PANTHER CR AT PANTHER CREEK RD NR ASHEBORO, NC","ST",35.6172222,-79.7522222,"S","NAD83",NA,NA,NA,"03030003","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2008-03-04,"2008",2008-03-04,"2008",1,0,"randolph"
"585","USGS","0210063780","PANTHER CR AT PANTHER CREEK RD NR ASHEBORO, NC","ST",35.6172222,-79.7522222,"S","NAD83",NA,NA,NA,"03030003","qw","90095",NA,"0",NA,"wat","PHY","1646694","0",2008-03-04,"2008",2008-03-04,"2008",1,0,"randolph"
"586","USGS","02101726","ROCKY R AT US 64 NEAR SILER CITY, NC","ST",35.73514055,-79.4230754,"S","NAD83",482.9,0.1,"NAVD88","03030003","dv","00095","00001","293508",NA,"wat",NA,"1646694","0",2009-01-17,"2009",2024-07-16,"2024",5413,5659,"chatham"
"587","USGS","02101726","ROCKY R AT US 64 NEAR SILER CITY, NC","ST",35.73514055,-79.4230754,"S","NAD83",482.9,0.1,"NAVD88","03030003","dv","00095","00002","293509",NA,"wat",NA,"1646694","0",2009-01-17,"2009",2024-07-16,"2024",5413,5659,"chatham"
"588","USGS","02101726","ROCKY R AT US 64 NEAR SILER CITY, NC","ST",35.73514055,-79.4230754,"S","NAD83",482.9,0.1,"NAVD88","03030003","dv","00095","00003","293507",NA,"wat",NA,"1646694","0",2009-01-17,"2009",2024-07-16,"2024",5413,5659,"chatham"
"589","USGS","02101726","ROCKY R AT US 64 NEAR SILER CITY, NC","ST",35.73514055,-79.4230754,"S","NAD83",482.9,0.1,"NAVD88","03030003","uv","00095",NA,"89625",NA,"wat",NA,"1646694","0",2009-01-17,"2009",2024-07-17,"2024",5660,5660,"chatham"
"590","USGS","02102000","DEEP RIVER AT MONCURE, NC","ST",35.62694444,-79.1161111,"S","NAD83",184.5,0.05,"NAVD88","03030003","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",1955-06-13,"1955",2004-08-15,"2004",192,17961,"chatham"
"591","USGS","02102000","DEEP RIVER AT MONCURE, NC","ST",35.62694444,-79.1161111,"S","NAD83",184.5,0.05,"NAVD88","03030003","qw","90095",NA,"0",NA,"wat","PHY","1646694","0",1981-10-02,"1981",2004-08-15,"2004",27,8353,"chatham"
"592","USGS","0210215960","CAPE FEAR RIVER ABOVE NC HWY 42 NEAR CORINTH, NC","ST",35.55074444,-79.0267833,"S","NAD83",NA,NA,NA,"03030004","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2009-12-03,"2009",2010-06-29,"2010",2,208,"chatham"
"593","USGS","0210215985","CAPE FEAR R AT STATE HWY 42 NR BRICKHAVEN, NC","ST",35.5484872,-79.0258512,"S","NAD83",NA,NA,NA,"03030004","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",1988-10-25,"1988",2003-06-23,"2003",131,5354,"chatham"
"594","USGS","0210215985","CAPE FEAR R AT STATE HWY 42 NR BRICKHAVEN, NC","ST",35.5484872,-79.0258512,"S","NAD83",NA,NA,NA,"03030004","qw","90095",NA,"0",NA,"wat","PHY","1646694","0",1988-10-25,"1988",2003-06-23,"2003",132,5354,"chatham"
"595","USGS","02102192","BUCKHORN CREEK NR CORINTH, NC","ST",35.5597222,-78.9736111,"S","NAD83",153.7,0.01,"NAVD88","03030004","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2014-06-17,"2014",2014-06-17,"2014",1,0,"chatham"
"596","USGS","02102192","BUCKHORN CREEK NR CORINTH, NC","ST",35.5597222,-78.9736111,"S","NAD83",153.7,0.01,"NAVD88","03030004","qw","90095",NA,"0",NA,"wat","PHY","1646694","0",2014-06-17,"2014",2014-06-17,"2014",1,0,"chatham"
"597","USGS","02102283","CAPE FEAR R ADJ TO BRADLY ROAD NEAR LILLINGTON, NC","ST",35.44136667,-78.8546806,"S","NAD83",NA,NA,NA,"03030004","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2009-12-01,"2009",2010-06-29,"2010",2,210,"harnett"
"598","USGS","02102500","CAPE FEAR RIVER AT LILLINGTON, NC","ST",35.4061111,-78.8133333,"S","NAD83",103.63,0.01,"NAVD88","03030004","dv","00095","00001","288733",NA,"wat",NA,"1646694","0",2021-04-28,"2021",2024-07-16,"2024",1164,1175,"harnett"
"599","USGS","02102500","CAPE FEAR RIVER AT LILLINGTON, NC","ST",35.4061111,-78.8133333,"S","NAD83",103.63,0.01,"NAVD88","03030004","dv","00095","00002","288729",NA,"wat",NA,"1646694","0",2021-04-28,"2021",2024-07-16,"2024",1164,1175,"harnett"
"600","USGS","02102500","CAPE FEAR RIVER AT LILLINGTON, NC","ST",35.4061111,-78.8133333,"S","NAD83",103.63,0.01,"NAVD88","03030004","dv","00095","00003","288728",NA,"wat",NA,"1646694","0",2021-04-28,"2021",2024-07-16,"2024",1161,1175,"harnett"
"601","USGS","02102500","CAPE FEAR RIVER AT LILLINGTON, NC","ST",35.4061111,-78.8133333,"S","NAD83",103.63,0.01,"NAVD88","03030004","uv","00095",NA,"288717",NA,"wat",NA,"1646694","0",2021-04-28,"2021",2024-07-17,"2024",1176,1176,"harnett"
"602","USGS","02105500","CAPE FEAR R AT WILM O HUSKE LOCK NR TARHEEL, NC","ST",34.83555556,-78.8236111,"S","NAD83",28.07,0.01,"NAVD88","03030005","dv","00095","00001","324133",NA,"wat",NA,"1646694","0",2000-06-20,"2000",2004-02-03,"2004",1215,1323,"bladen"
"603","USGS","02105500","CAPE FEAR R AT WILM O HUSKE LOCK NR TARHEEL, NC","ST",34.83555556,-78.8236111,"S","NAD83",28.07,0.01,"NAVD88","03030005","dv","00095","00002","86601",NA,"wat",NA,"1646694","0",2000-06-20,"2000",2004-02-03,"2004",1215,1323,"bladen"
"604","USGS","02105500","CAPE FEAR R AT WILM O HUSKE LOCK NR TARHEEL, NC","ST",34.83555556,-78.8236111,"S","NAD83",28.07,0.01,"NAVD88","03030005","dv","00095","00003","86602",NA,"wat",NA,"1646694","0",2000-06-20,"2000",2004-02-03,"2004",1215,1323,"bladen"
"605","USGS","0210564590","HAMMONDS CR AT SR 1709 NR ELIZABETHTOWN, NC","ST",34.5699722,-78.5604722,"1","NAD83",NA,NA,NA,"03030005","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2012-06-19,"2012",2013-04-22,"2013",6,307,"bladen"
"606","USGS","02105702","DAVIS CR AT SR 1713 NEAR LISBON, NC","ST",34.5403333,-78.5098611,"1","NAD83",NA,NA,NA,"03030005","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2012-06-19,"2012",2013-04-21,"2013",6,306,"bladen"
"607","USGS","0210591785","SEVENMILE SWAMP AT US HWY 13 AT ROSIN HILL, NC","ST",35.20416667,-78.4314444,"1","NAD83",NA,NA,NA,"03030006","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2012-06-19,"2012",2013-04-21,"2013",6,306,"sampson"
"608","USGS","0210592050","WARD SWAMP AT SR 1711 NEAR MONKS CROSSROADS, NC","ST",35.1997222,-78.3038056,"1","NAD83",NA,NA,NA,"03030006","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2012-06-18,"2012",2013-04-21,"2013",6,307,"sampson"
"609","USGS","0210596803","HORNET SWAMP AT SR 242 NEAR PINEY GREEN, NC","ST",35.1146111,-78.4768333,"1","NAD83",NA,NA,NA,"03030006","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2012-06-19,"2012",2013-04-22,"2013",6,307,"sampson"
"610","USGS","02106011","UNNM TRIB TO BEARSKIN SWP AT SR1240 AT CONCORD, NC","ST",34.98788889,-78.4334167,"1","NAD83",NA,NA,NA,"03030006","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2012-06-19,"2012",2013-04-22,"2013",6,307,"sampson"
"611","USGS","0210608603","SIX RUNS CREEK AT SR1736 NEAR HOBBTON, NC","ST",35.16455556,-78.2783056,"1","NAD83",NA,NA,NA,"03030006","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2013-04-18,"2013",2013-04-18,"2013",1,0,"sampson"
"612","USGS","0210608607","SIX RUNS CREEK NEAR HOBBTON, NC","ST",35.1573611,-78.2704444,"1","NAD83",NA,NA,NA,"03030006","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2013-04-18,"2013",2013-04-18,"2013",1,0,"sampson"
"613","USGS","0210608610","UNNAMED TRIB TO SIX RUNS CR NEAR GIDDENSVILLE, NC","ST",35.15652778,-78.26888889,"1","NAD83",NA,NA,NA,"03030006","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2013-04-18,"2013",2013-04-18,"2013",1,0,"sampson"
"614","USGS","0210608612","SIX RUNS CREEK NEAR GIDDENSVILLE, NC","ST",35.1502222,-78.2660556,"1","NAD83",NA,NA,NA,"03030006","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2013-04-18,"2013",2013-04-18,"2013",1,0,"sampson"
"615","USGS","0210608620","SIX RUNS CR AT SR 1742 NEAR GIDDENSVILLE, NC","ST",35.1405,-78.25838889,"1","NAD83",NA,NA,NA,"03030006","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2012-06-15,"2012",2013-04-18,"2013",5,307,"sampson"
"616","USGS","02106500","BLACK RIVER NEAR TOMAHAWK, NC","ST",34.755,-78.2886111,"S","NAD83",23.79,0.01,"NAVD88","03030006","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",1955-02-03,"1955",2010-03-16,"2010",25,20130,"sampson"
"617","USGS","02106500","BLACK RIVER NEAR TOMAHAWK, NC","ST",34.755,-78.2886111,"S","NAD83",23.79,0.01,"NAVD88","03030006","qw","90095",NA,"0",NA,"wat","PHY","1646694","0",2009-05-29,"2009",2010-03-16,"2010",13,291,"sampson"
"618","USGS","0210682145","BIG CREEK AT SR 1006 AT BETHANY CROSSROADS, NC","ST",35.05977778,-78.70113889,"1","NAD83",NA,NA,NA,"03030006","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2012-06-19,"2012",2013-04-22,"2013",6,307,"cumberland"
"619","USGS","0210687150","BIG SWAMP AT SR 1441 NEAR CLEMENT, NC","ST",35.0885833,-78.59013889,"1","NAD83",NA,NA,NA,"03030006","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2012-06-19,"2012",2013-04-22,"2013",6,307,"sampson"
"620","USGS","02107005","CYPRESS CREEK AT SR 1503 NEAR AMMON, NC","ST",34.78763889,-78.5088611,"1","NAD83",NA,NA,NA,"03030006","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2012-06-19,"2012",2013-04-22,"2013",6,307,"bladen"
"621","USGS","02107544","BLACK RIVER NEAR CURRIE, NC","ST",34.43166667,-78.1436111,"S","NAD83",NA,NA,NA,"03030006","dv","00095","00001","86657",NA,"wat",NA,"1646694","0",2003-09-09,"2003",2004-12-02,"2004",370,450,"pender"
"622","USGS","02107544","BLACK RIVER NEAR CURRIE, NC","ST",34.43166667,-78.1436111,"S","NAD83",NA,NA,NA,"03030006","dv","00095","00002","86658",NA,"wat",NA,"1646694","0",2003-09-09,"2003",2004-12-02,"2004",370,450,"pender"
"623","USGS","02107544","BLACK RIVER NEAR CURRIE, NC","ST",34.43166667,-78.1436111,"S","NAD83",NA,NA,NA,"03030006","dv","00095","00003","86659",NA,"wat",NA,"1646694","0",2003-09-09,"2003",2004-12-02,"2004",370,450,"pender"
"624","USGS","0210754615","WHITE OAK BRANCH AT SR 1209 NEAR IVANHOE, NC","ST",34.61144444,-78.1825556,"1","NAD83",NA,NA,NA,"03030006","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2012-06-19,"2012",2013-04-21,"2013",6,306,"pender"
"625","USGS","02107576","CAPE FEAR RIVER AT NAVASSA, NC","ST",34.2602222,-77.98763889,"S","NAD83",0,1,"NGVD29","03030005","dv","00095","00001","86695",NA,"wat",NA,"1646694","0",2003-11-01,"2003",2004-11-23,"2004",279,388,"new hanover"
"626","USGS","02107576","CAPE FEAR RIVER AT NAVASSA, NC","ST",34.2602222,-77.98763889,"S","NAD83",0,1,"NGVD29","03030005","dv","00095","00002","86696",NA,"wat",NA,"1646694","0",2003-11-01,"2003",2004-11-23,"2004",279,388,"new hanover"
"627","USGS","02107576","CAPE FEAR RIVER AT NAVASSA, NC","ST",34.2602222,-77.98763889,"S","NAD83",0,1,"NGVD29","03030005","dv","00095","00003","86697",NA,"wat",NA,"1646694","0",2003-11-01,"2003",2004-11-23,"2004",279,388,"new hanover"
"628","USGS","0210760860","BUCK MARSH BR AT SR 1753 NR HINES CROSSROADS, NC","ST",35.18416667,-77.8723056,"1","NAD83",NA,NA,NA,"03030007","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2012-06-18,"2012",2013-04-22,"2013",6,308,"wayne"
"629","USGS","0210760950","POLEY BRANCH AT SR 1534 AT OUTLAWS BRIDGE, NC","ST",35.1524722,-77.851,"1","NAD83",NA,NA,NA,"03030007","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2012-06-18,"2012",2013-04-22,"2013",6,308,"duplin"
"630","USGS","0210770367","YOUNGS SWAMP AT SR 1725 NEAR GIDDENSVILLE, NC","ST",35.16663889,-78.2174444,"1","NAD83",NA,NA,NA,"03030007","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2012-06-15,"2012",2013-04-21,"2013",6,310,"sampson"
"631","USGS","0210778820","BEAR SWAMP AT SR 1301 AT BOWDENS, NC","ST",35.05730556,-78.1317222,"1","NAD83",NA,NA,NA,"03030007","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2012-06-18,"2012",2013-04-22,"2013",6,308,"duplin"
"632","USGS","0210778920","BIG BRANCH AT SR 1301 AT BOWDENS, NC","ST",35.06025,-78.1,"1","NAD83",NA,NA,NA,"03030007","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2012-06-15,"2012",2013-04-22,"2013",6,311,"duplin"
"633","USGS","0210782005","NAHUNGA CREEK AT SR1301 NEAR WARSAW, NC","ST",35.0268324,-78.011098,"S","NAD83",NA,NA,NA,"03030007","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",1983-09-15,"1983",2013-04-22,"2013",105,10812,"duplin"
"634","USGS","0210782010","KING BRANCH HEADWATERS NEAR FRIENDSHIP, NC","ST",35.06602778,-78.0651111,"1","NAD83",NA,NA,NA,"03030007","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2013-04-19,"2013",2013-04-19,"2013",1,0,"duplin"
"635","USGS","0210782013","KING BRANCH HEADWATERS AT FRIENDSHIP, NC","ST",35.0679722,-78.0520278,"1","NAD83",NA,NA,NA,"03030007","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2013-04-19,"2013",2013-04-19,"2013",1,0,"duplin"
"636","USGS","0210782015","KING BRANCH AT SR 1305 AT FRIENDSHIP, NC","ST",35.06025,-78.0417222,"1","NAD83",NA,NA,NA,"03030007","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2012-06-15,"2012",2013-04-19,"2013",6,308,"duplin"
"637","USGS","0210798920","STEPHENS SWAMP AT SR 1807 AT QUINNS STORE, NC","ST",34.88638889,-77.7296667,"1","NAD83",NA,NA,NA,"03030007","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2012-06-15,"2012",2013-04-21,"2013",6,310,"duplin"
"638","USGS","0210850250","DOCTORS CREEK AT SR 1129 NEAR SHANGHAI, NC","ST",34.75275,-78.1637222,"1","NAD83",NA,NA,NA,"03030007","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2012-06-19,"2012",2013-04-21,"2013",6,306,"duplin"
"639","USGS","02108566","NORTHEAST CAPE FEAR R NR BURGAW, NC","ST",34.5983333,-77.8752778,"S","NAD83",-0.97,0.01,"NAVD88","03030007","dv","00095","00001","86773",NA,"wat",NA,"1646694","0",2003-11-04,"2003",2004-12-02,"2004",378,394,"pender"
"640","USGS","02108566","NORTHEAST CAPE FEAR R NR BURGAW, NC","ST",34.5983333,-77.8752778,"S","NAD83",-0.97,0.01,"NAVD88","03030007","dv","00095","00002","86774",NA,"wat",NA,"1646694","0",2003-11-04,"2003",2004-12-02,"2004",378,394,"pender"
"641","USGS","02108566","NORTHEAST CAPE FEAR R NR BURGAW, NC","ST",34.5983333,-77.8752778,"S","NAD83",-0.97,0.01,"NAVD88","03030007","dv","00095","00003","86775",NA,"wat",NA,"1646694","0",2003-11-04,"2003",2004-12-02,"2004",378,394,"pender"
"642","USGS","0210858154","TENMILE SWAMP AT SR 1207 NEAR CYPRESS CREEK, NC","ST",34.76244444,-77.6689444,"1","NAD83",NA,NA,NA,"03030007","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2012-06-15,"2012",2013-04-21,"2013",6,310,"onslow"
"643","USGS","0210861796","STURGEON CR ADJ TO MCGREGOR RD NR CASTLE HAYNE, NC","ST",34.35388889,-77.8647222,"S","NAD83",NA,NA,NA,"03030007","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2012-08-29,"2012",2012-08-29,"2012",1,0,"new hanover"
"644","USGS","02108619","NORTHEAST CAPE FEAR R AT CASTLE HAYNE, NC","ST",34.3646333,-77.8976528,"U","NAD83",NA,NA,NA,"03030007","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",1965-10-01,"1965",2017-05-08,"2017",24,18847,"new hanover"
"645","USGS","02108690","NE CAPE FEAR RIVER NEAR WILMINGTON, NC","ST",34.2588333,-77.9481944,"1","NAD83",0,1,"NGVD29","03030005","dv","00095","00001","86808","TOP","wat",NA,"1646694","0",2003-09-11,"2003",2004-12-01,"2004",440,447,"new hanover"
"646","USGS","02108690","NE CAPE FEAR RIVER NEAR WILMINGTON, NC","ST",34.2588333,-77.9481944,"1","NAD83",0,1,"NGVD29","03030005","dv","00095","00001","86811","BOTTOM","wat",NA,"1646694","0",2003-09-11,"2003",2004-12-01,"2004",430,447,"new hanover"
"647","USGS","02108690","NE CAPE FEAR RIVER NEAR WILMINGTON, NC","ST",34.2588333,-77.9481944,"1","NAD83",0,1,"NGVD29","03030005","dv","00095","00002","86809","TOP","wat",NA,"1646694","0",2003-09-11,"2003",2004-12-01,"2004",440,447,"new hanover"
"648","USGS","02108690","NE CAPE FEAR RIVER NEAR WILMINGTON, NC","ST",34.2588333,-77.9481944,"1","NAD83",0,1,"NGVD29","03030005","dv","00095","00002","86812","BOTTOM","wat",NA,"1646694","0",2003-09-11,"2003",2004-12-01,"2004",430,447,"new hanover"
"649","USGS","02108690","NE CAPE FEAR RIVER NEAR WILMINGTON, NC","ST",34.2588333,-77.9481944,"1","NAD83",0,1,"NGVD29","03030005","dv","00095","00003","86810","TOP","wat",NA,"1646694","0",2003-09-11,"2003",2004-12-01,"2004",440,447,"new hanover"
"650","USGS","02108690","NE CAPE FEAR RIVER NEAR WILMINGTON, NC","ST",34.2588333,-77.9481944,"1","NAD83",0,1,"NGVD29","03030005","dv","00095","00003","86813","BOTTOM","wat",NA,"1646694","0",2003-09-11,"2003",2004-12-01,"2004",430,447,"new hanover"
"651","USGS","02108690","NE CAPE FEAR RIVER NEAR WILMINGTON, NC","ST",34.2588333,-77.9481944,"1","NAD83",0,1,"NGVD29","03030005","dv","00095","00008","86814","BOTTOM","wat",NA,"1646694","0",2003-09-12,"2003",2003-09-16,"2003",5,4,"new hanover"
"652","USGS","02108810","CAPE FEAR RIVER ADJ TO RIVER RD NR BURNETT, NC","ST",34.0797222,-77.9244444,"S","NAD83",NA,NA,NA,"03030005","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2012-08-29,"2012",2017-05-09,"2017",2,1714,NA
"653","USGS","02108820","CAPE FEAR R AT CHNL MKR 12 NR CAROLINA BEACH, NC","ST",34.07644444,-77.9314444,"1","NAD83",0,1,"NGVD29","03030005","dv","00095","00001","86859","TOP","wat",NA,"1646694","0",2003-11-08,"2003",2004-12-01,"2004",365,389,NA
"654","USGS","02108820","CAPE FEAR R AT CHNL MKR 12 NR CAROLINA BEACH, NC","ST",34.07644444,-77.9314444,"1","NAD83",0,1,"NGVD29","03030005","dv","00095","00001","86862","BOTTOM","wat",NA,"1646694","0",2003-11-08,"2003",2004-12-01,"2004",341,389,NA
"655","USGS","02108820","CAPE FEAR R AT CHNL MKR 12 NR CAROLINA BEACH, NC","ST",34.07644444,-77.9314444,"1","NAD83",0,1,"NGVD29","03030005","dv","00095","00002","86863","BOTTOM","wat",NA,"1646694","0",2003-11-08,"2003",2004-12-01,"2004",341,389,NA
"656","USGS","02108820","CAPE FEAR R AT CHNL MKR 12 NR CAROLINA BEACH, NC","ST",34.07644444,-77.9314444,"1","NAD83",0,1,"NGVD29","03030005","dv","00095","00002","324160","TOP","wat",NA,"1646694","0",2003-11-08,"2003",2004-12-01,"2004",365,389,NA
"657","USGS","02108820","CAPE FEAR R AT CHNL MKR 12 NR CAROLINA BEACH, NC","ST",34.07644444,-77.9314444,"1","NAD83",0,1,"NGVD29","03030005","dv","00095","00003","86864","BOTTOM","wat",NA,"1646694","0",2003-11-08,"2003",2004-12-01,"2004",341,389,NA
"658","USGS","02108820","CAPE FEAR R AT CHNL MKR 12 NR CAROLINA BEACH, NC","ST",34.07644444,-77.9314444,"1","NAD83",0,1,"NGVD29","03030005","dv","00095","00003","324161","TOP","wat",NA,"1646694","0",2003-11-08,"2003",2004-12-01,"2004",365,389,NA
"659","USGS","0210899420","LITTLE WHITES CREEK AT SR 1700 NEAR BLUEFIELD, NC","ST",34.54730556,-78.615,"1","NAD83",NA,NA,NA,"03040206","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2012-06-19,"2012",2013-04-22,"2013",6,307,"bladen"
"660","USGS","0210899878","HORSESHOE SWAMP AT SR 1713 NEAR LISBON, NC","ST",34.50066667,-78.5317222,"1","NAD83",NA,NA,NA,"03040206","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2012-06-19,"2012",2013-04-21,"2013",6,306,"bladen"
"661","USGS","0210910290","BUTLER BR AT US HWY 701 NR WOOTENS CROSSROADS, NC","ST",34.4470833,-78.7204167,"1","NAD83",NA,NA,NA,"03040206","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2012-06-18,"2012",2013-04-22,"2013",6,308,"columbus"
"662","USGS","0211351575","HOGAN CREEK AT SR 2038 NEAR SILOAM, NC","ST",36.3222222,-80.59388889,"S","NAD83",990,5,"NGVD29","03040101","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2004-11-10,"2004",2007-09-25,"2007",12,1049,"surry"
"663","USGS","0211351575","HOGAN CREEK AT SR 2038 NEAR SILOAM, NC","ST",36.3222222,-80.59388889,"S","NAD83",990,5,"NGVD29","03040101","qw","90095",NA,"0",NA,"wat","PHY","1646694","0",2006-10-19,"2006",2007-05-16,"2007",10,209,"surry"
"664","USGS","0211371675","PAULS CREEK ABOVE SR 1625 NEAR PINE RIDGE, NC","ST",36.54138889,-80.6711111,"S","NAD83",1125,5,"NGVD29","03040101","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2004-11-09,"2004",2007-09-26,"2007",12,1051,"surry"
"665","USGS","0211371675","PAULS CREEK ABOVE SR 1625 NEAR PINE RIDGE, NC","ST",36.54138889,-80.6711111,"S","NAD83",1125,5,"NGVD29","03040101","qw","90095",NA,"0",NA,"wat","PHY","1646694","0",2006-10-19,"2006",2007-05-16,"2007",10,209,"surry"
"666","USGS","0211397263","BULL CREEK AT ASH HILL, NC","ST",36.3897222,-80.5777778,"S","NAD83",970,1,"NGVD29","03040101","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2005-03-30,"2005",2007-09-26,"2007",11,910,"surry"
"667","USGS","0211397263","BULL CREEK AT ASH HILL, NC","ST",36.3897222,-80.5777778,"S","NAD83",970,1,"NGVD29","03040101","qw","90095",NA,"0",NA,"wat","PHY","1646694","0",2006-10-19,"2006",2007-05-16,"2007",11,209,"surry"
"668","USGS","0211583580","BOWEN BRANCH NR MOUTH AT WINSTON-SALEM, NC","ST",36.11805556,-80.2127778,"1","NAD83",800,5,"NGVD29","03040101","qw","00095",NA,"0",NA,"bio","PHY","1646694","0",2003-05-14,"2003",2003-05-14,"2003",1,0,"forsyth"
"669","USGS","0211583580","BOWEN BRANCH NR MOUTH AT WINSTON-SALEM, NC","ST",36.11805556,-80.2127778,"1","NAD83",800,5,"NGVD29","03040101","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2003-02-20,"2003",2003-07-09,"2003",3,139,"forsyth"
"670","USGS","0211583580","BOWEN BRANCH NR MOUTH AT WINSTON-SALEM, NC","ST",36.11805556,-80.2127778,"1","NAD83",800,5,"NGVD29","03040101","qw","90095",NA,"0",NA,"wat","PHY","1646694","0",2003-07-09,"2003",2003-07-09,"2003",1,0,"forsyth"
"671","USGS","02117495","UNNAMED TRIB TO ROCKY CREEK NR TURNERSBURG, NC","ST",35.90694444,-80.8261111,"S","NAD83",NA,NA,NA,"03040102","qw","00095",NA,"0",NA,"wat","PHY","1646694","0",2007-07-11,"2007",2007-07-11,"2007",1,0,"iredell"
"672","USGS","02117495","UNNAMED TRIB TO ROCKY CREEK NR TURNERSBURG, NC","ST",35.90694444,-80.8261111,"S","NAD83",NA,NA,NA,"03040102","qw","90095",NA,"0",NA,"wat","PHY","1646694","0",2007-07-11,"2007",2007-07-11,"2007",1,0,"iredell"
