"","agency_cd","site_no","station_nm","site_tp_cd","dec_lat_va","dec_long_va","coord_acy_cd","dec_coord_datum_cd","alt_va","alt_acy_va","alt_datum_cd","huc_cd","data_type_cd","parm_cd","stat_cd","ts_id","loc_web_ds","medium_grp_cd","parm_grp_cd","srs_id","access_cd","begin_date","Year_start","end_date","Year_end","count_nu","period","county"
"21589","USGS","0208480275","WEST FK ENO R RESERVOIR AT DAM NR CEDAR GROVE, NC","LK",36.14927778,-79.17105,"S","NAD83",NA,NA,NA,"03020201","qw","00618",NA,"0",NA,"wat","NUT","197186","0",2010-04-09,"2010",2011-06-16,"2011",17,433,"orange"
"21635","USGS","0208480275","WEST FK ENO R RESERVOIR AT DAM NR CEDAR GROVE, NC","LK",36.14927778,-79.17105,"S","NAD83",NA,NA,NA,"03020201","qw","71851",NA,"0",NA,"wat","NUT","197186","0",2010-04-09,"2010",2011-06-16,"2011",17,433,"orange"
"21680","USGS","0208491605","ENO RIVER AT INTAKES AT HILLSBOROUGH, NC","ST",36.06736246,-79.1272356,"S","NAD83",NA,NA,NA,"03020201","qw","00620",NA,"0",NA,"wat","NUT","197186","0",1988-10-26,"1988",1989-09-12,"1989",12,321,"orange"
"21841","USGS","02085000","ENO RIVER AT HILLSBOROUGH, NC","ST",36.0711111,-79.0955556,"S","NAD83",486.7,0.1,"NAVD88","03020201","qw","00618",NA,"0",NA,"wat","NUT","197186","0",1990-10-25,"1990",2014-06-12,"2014",175,8631,"orange"
"21842","USGS","02085000","ENO RIVER AT HILLSBOROUGH, NC","ST",36.0711111,-79.0955556,"S","NAD83",486.7,0.1,"NAVD88","03020201","qw","00620",NA,"0",NA,"wat","NUT","197186","0",1955-01-31,"1955",1992-05-06,"1992",44,13610,"orange"
"22781","USGS","02085000","ENO RIVER AT HILLSBOROUGH, NC","ST",36.0711111,-79.0955556,"S","NAD83",486.7,0.1,"NAVD88","03020201","qw","71850",NA,"0",NA,"wat","NUT","197186","0",1955-01-31,"1955",1961-08-23,"1961",14,2396,"orange"
"22782","USGS","02085000","ENO RIVER AT HILLSBOROUGH, NC","ST",36.0711111,-79.0955556,"S","NAD83",486.7,0.1,"NAVD88","03020201","qw","71851",NA,"0",NA,"wat","NUT","197186","0",1990-10-25,"1990",2014-06-12,"2014",175,8631,"orange"
"23048","USGS","0208500600","CATES CREEK NR HILLSBOROUGH, NC","ST",36.06527778,-79.0872222,"S","NAD83",510,5,"NGVD29","03020201","qw","00618",NA,"0",NA,"wat","NUT","197186","0",2002-10-15,"2002",2003-08-28,"2003",6,317,"orange"
"23120","USGS","0208500600","CATES CREEK NR HILLSBOROUGH, NC","ST",36.06527778,-79.0872222,"S","NAD83",510,5,"NGVD29","03020201","qw","71851",NA,"0",NA,"wat","NUT","197186","0",2002-10-15,"2002",2003-08-28,"2003",6,317,"orange"
"23176","USGS","0208501535","STROUDS CR AT ST MARYS RD NR HILLSBOROUGH, NC","ST",36.0875,-79.0647222,"S","NAD83",485,5,"NGVD29","03020201","qw","00618",NA,"0",NA,"wat","NUT","197186","0",2003-02-19,"2003",2003-07-07,"2003",2,138,"orange"
"23247","USGS","0208501535","STROUDS CR AT ST MARYS RD NR HILLSBOROUGH, NC","ST",36.0875,-79.0647222,"S","NAD83",485,5,"NGVD29","03020201","qw","71851",NA,"0",NA,"wat","NUT","197186","0",2003-02-19,"2003",2003-07-07,"2003",2,138,"orange"
"23304","USGS","0208503422","RHODES CREEK TRIB ABOVE NC HWY 751 NEAR DURHAM, NC","ST",36.0271111,-78.9891667,"5","NAD83",486,10,"NGVD29","03020201","qw","00618",NA,"0",NA,"wat","NUT","197186","0",2004-12-16,"2004",2005-06-16,"2005",5,182,"durham"
"23472","USGS","0208503422","RHODES CREEK TRIB ABOVE NC HWY 751 NEAR DURHAM, NC","ST",36.0271111,-78.9891667,"5","NAD83",486,10,"NGVD29","03020201","qw","71851",NA,"0",NA,"wat","NUT","197186","0",2004-12-16,"2004",2005-06-16,"2005",5,182,"durham"
"23518","USGS","0208503920","NANCY RHODES CR ABOVE COLE MILL ROAD NR DURHAM, NC","ST",36.04791667,-78.9702778,"5","NAD83",424,10,"NGVD29","03020201","qw","00618",NA,"0",NA,"wat","NUT","197186","0",2004-12-17,"2004",2008-10-01,"2008",6,1384,"durham"
"23685","USGS","0208503920","NANCY RHODES CR ABOVE COLE MILL ROAD NR DURHAM, NC","ST",36.04791667,-78.9702778,"5","NAD83",424,10,"NGVD29","03020201","qw","71851",NA,"0",NA,"wat","NUT","197186","0",2004-12-17,"2004",2008-10-01,"2008",6,1384,"durham"
"23720","USGS","0208503945","SEVENMILE CK TRIB AT INVERNESS DRIVE NR DURHAM, NC","ST",36.08352778,-78.9673056,"5","NAD83",486,10,"NGVD29","03020201","qw","00618",NA,"0",NA,"wat","NUT","197186","0",2004-12-20,"2004",2005-06-15,"2005",5,177,"durham"
"23887","USGS","0208503945","SEVENMILE CK TRIB AT INVERNESS DRIVE NR DURHAM, NC","ST",36.08352778,-78.9673056,"5","NAD83",486,10,"NGVD29","03020201","qw","71851",NA,"0",NA,"wat","NUT","197186","0",2004-12-20,"2004",2005-06-15,"2005",5,177,"durham"
"23922","USGS","0208503990","ENO RIVER TRIB BL CLOVER HILL PLACE NR DURHAM, NC","ST",36.0734722,-78.9516111,"5","NAD83",424,10,"NGVD29","03020201","qw","00618",NA,"0",NA,"wat","NUT","197186","0",2004-12-20,"2004",2005-06-15,"2005",5,177,"durham"
"24089","USGS","0208503990","ENO RIVER TRIB BL CLOVER HILL PLACE NR DURHAM, NC","ST",36.0734722,-78.9516111,"5","NAD83",424,10,"NGVD29","03020201","qw","71851",NA,"0",NA,"wat","NUT","197186","0",2004-12-20,"2004",2005-06-15,"2005",5,177,"durham"
"24125","USGS","0208505880","CROOKED CR TRIBUTARY AT GREENBAY DR NR DURHAM, NC","ST",36.09527778,-78.9232778,"5","NAD83",421,10,"NGVD29","03020201","qw","00618",NA,"0",NA,"wat","NUT","197186","0",2004-12-17,"2004",2005-06-17,"2005",5,182,"durham"
"24292","USGS","0208505880","CROOKED CR TRIBUTARY AT GREENBAY DR NR DURHAM, NC","ST",36.09527778,-78.9232778,"5","NAD83",421,10,"NGVD29","03020201","qw","71851",NA,"0",NA,"wat","NUT","197186","0",2004-12-17,"2004",2005-06-17,"2005",5,182,"durham"
"24332","USGS","02085067","BLACK MEADOW RUN AT ARGONNE DRIVE NEAR DURHAM, NC","ST",36.06291667,-78.9102222,"5","NAD83",371,10,"NGVD29","03020201","qw","00618",NA,"0",NA,"wat","NUT","197186","0",2004-12-17,"2004",2005-06-15,"2005",5,180,"durham"
"24498","USGS","02085067","BLACK MEADOW RUN AT ARGONNE DRIVE NEAR DURHAM, NC","ST",36.06291667,-78.9102222,"5","NAD83",371,10,"NGVD29","03020201","qw","71851",NA,"0",NA,"wat","NUT","197186","0",2004-12-17,"2004",2005-06-15,"2005",5,180,"durham"
"24545","USGS","02085070","ENO RIVER NEAR DURHAM, NC","ST",36.0722222,-78.9077778,"S","NAD83",269.92,0.01,"NAVD88","03020201","qw","00618",NA,"0",NA,"wat","NUT","197186","0",2009-01-07,"2009",2011-03-30,"2011",5,812,"durham"
"24665","USGS","02085070","ENO RIVER NEAR DURHAM, NC","ST",36.0722222,-78.9077778,"S","NAD83",269.92,0.01,"NAVD88","03020201","qw","71851",NA,"0",NA,"wat","NUT","197186","0",2009-01-07,"2009",2011-03-30,"2011",5,812,"durham"
"24740","USGS","02085079","ENO RIVER NEAR WEAVER, NC","ST",36.07208829,-78.8627848,"S","NAD83",NA,NA,NA,"03020201","qw","00618",NA,"0",NA,"wat","NUT","197186","0",1990-10-30,"1990",1999-08-26,"1999",82,3222,"durham"
"24741","USGS","02085079","ENO RIVER NEAR WEAVER, NC","ST",36.07208829,-78.8627848,"S","NAD83",NA,NA,NA,"03020201","qw","00620",NA,"0",NA,"wat","NUT","197186","0",1982-11-17,"1982",1992-11-05,"1992",101,3641,"durham"
"24977","USGS","02085079","ENO RIVER NEAR WEAVER, NC","ST",36.07208829,-78.8627848,"S","NAD83",NA,NA,NA,"03020201","qw","71851",NA,"0",NA,"wat","NUT","197186","0",1990-10-30,"1990",1999-08-26,"1999",82,3222,"durham"
"25060","USGS","0208521324","LITTLE RIVER AT SR1461 NEAR ORANGE FACTORY, NC","ST",36.14166667,-78.9191667,"S","NAD83",382.69,0.01,"NAVD88","03020201","qw","00618",NA,"0",NA,"wat","NUT","197186","0",1992-10-04,"1992",2009-11-11,"2009",13,6247,"durham"
"25061","USGS","0208521324","LITTLE RIVER AT SR1461 NEAR ORANGE FACTORY, NC","ST",36.14166667,-78.9191667,"S","NAD83",382.69,0.01,"NAVD88","03020201","qw","00620",NA,"0",NA,"wat","NUT","197186","0",1990-09-26,"1990",1991-09-26,"1991",4,365,"durham"
"25337","USGS","0208521324","LITTLE RIVER AT SR1461 NEAR ORANGE FACTORY, NC","ST",36.14166667,-78.9191667,"S","NAD83",382.69,0.01,"NAVD88","03020201","qw","71851",NA,"0",NA,"wat","NUT","197186","0",1992-10-04,"1992",2009-11-11,"2009",13,6247,"durham"
"25428","USGS","02085220","LITTLE RIVER NEAR ORANGE FACTORY, NC","ST",36.1390316,-78.90639669,"S","NAD83",333.98,1,"NGVD29","03020201","qw","00618",NA,"0",NA,"wat","NUT","197186","0",1961-10-31,"1961",1963-07-23,"1963",20,630,"durham"
"25429","USGS","02085220","LITTLE RIVER NEAR ORANGE FACTORY, NC","ST",36.1390316,-78.90639669,"S","NAD83",333.98,1,"NGVD29","03020201","qw","00620",NA,"0",NA,"wat","NUT","197186","0",1958-03-21,"1958",1987-05-18,"1987",46,10650,"durham"
"25496","USGS","02085220","LITTLE RIVER NEAR ORANGE FACTORY, NC","ST",36.1390316,-78.90639669,"S","NAD83",333.98,1,"NGVD29","03020201","qw","71850",NA,"0",NA,"wat","NUT","197186","0",1958-03-21,"1958",1962-09-06,"1962",14,1630,"durham"
"25497","USGS","02085220","LITTLE RIVER NEAR ORANGE FACTORY, NC","ST",36.1390316,-78.90639669,"S","NAD83",333.98,1,"NGVD29","03020201","qw","71851",NA,"0",NA,"wat","NUT","197186","0",1961-10-31,"1961",1963-08-05,"1963",21,643,"durham"
"25702","USGS","0208524090","MOUNTAIN CREEK AT SR1617 NR BAHAMA, NC","ST",36.1497222,-78.8966667,"S","NAD83",360.02,0.01,"NAVD88","03020201","qw","00618",NA,"0",NA,"wat","NUT","197186","0",1994-07-21,"1994",2014-06-10,"2014",165,7264,"durham"
"25703","USGS","0208524090","MOUNTAIN CREEK AT SR1617 NR BAHAMA, NC","ST",36.1497222,-78.8966667,"S","NAD83",360.02,0.01,"NAVD88","03020201","qw","00620",NA,"0",NA,"wat","NUT","197186","0",1990-09-26,"1990",1991-09-25,"1991",4,364,"durham"
"26610","USGS","0208524090","MOUNTAIN CREEK AT SR1617 NR BAHAMA, NC","ST",36.1497222,-78.8966667,"S","NAD83",360.02,0.01,"NAVD88","03020201","qw","71851",NA,"0",NA,"wat","NUT","197186","0",1994-07-21,"1994",2014-06-10,"2014",165,7264,"durham"
"26860","USGS","0208524170","LITTLE RIVER TRIB NR DURHAM, NC","ST",36.11264326,-78.8830629,"S","NAD83",NA,NA,NA,"03020201","qw","00618",NA,"0",NA,"wat","NUT","197186","0",1992-11-09,"1992",1994-04-26,"1994",8,533,"durham"
"26861","USGS","0208524170","LITTLE RIVER TRIB NR DURHAM, NC","ST",36.11264326,-78.8830629,"S","NAD83",NA,NA,NA,"03020201","qw","00620",NA,"0",NA,"wat","NUT","197186","0",1990-10-11,"1990",1992-08-19,"1992",13,678,"durham"
"27134","USGS","0208524170","LITTLE RIVER TRIB NR DURHAM, NC","ST",36.11264326,-78.8830629,"S","NAD83",NA,NA,NA,"03020201","qw","71851",NA,"0",NA,"wat","NUT","197186","0",1992-11-09,"1992",1994-04-26,"1994",8,533,"durham"
"27199","USGS","0208524845","LITTLE RIVER RESERVOIR AT DAM NEAR BAHAMA, NC","LK",36.115,-78.8691667,"S","NAD83",NA,NA,NA,"03020201","qw","00618",NA,"0",NA,"wat","NUT","197186","0",1990-10-03,"1990",2011-06-29,"2011",171,7574,"durham"
"27200","USGS","0208524845","LITTLE RIVER RESERVOIR AT DAM NEAR BAHAMA, NC","LK",36.115,-78.8691667,"S","NAD83",NA,NA,NA,"03020201","qw","00620",NA,"0",NA,"wat","NUT","197186","0",1988-11-22,"1988",1992-04-29,"1992",17,1254,"durham"
"27453","USGS","0208524845","LITTLE RIVER RESERVOIR AT DAM NEAR BAHAMA, NC","LK",36.115,-78.8691667,"S","NAD83",NA,NA,NA,"03020201","qw","71851",NA,"0",NA,"wat","NUT","197186","0",1990-10-03,"1990",2011-06-29,"2011",171,7574,"durham"
"27603","USGS","0208524850","LITTLE RIVER BELOW DAM NR FAIRNTOSH, NC","ST",36.1120879,-78.86861819,"S","NAD83",NA,NA,NA,"03020201","qw","00618",NA,"0",NA,"wat","NUT","197186","0",1990-10-03,"1990",1991-06-18,"1991",11,258,"durham"
"27604","USGS","0208524850","LITTLE RIVER BELOW DAM NR FAIRNTOSH, NC","ST",36.1120879,-78.86861819,"S","NAD83",NA,NA,NA,"03020201","qw","00620",NA,"0",NA,"wat","NUT","197186","0",1988-10-26,"1988",1991-06-18,"1991",36,965,"durham"
"27759","USGS","0208524850","LITTLE RIVER BELOW DAM NR FAIRNTOSH, NC","ST",36.1120879,-78.86861819,"S","NAD83",NA,NA,NA,"03020201","qw","71851",NA,"0",NA,"wat","NUT","197186","0",1990-10-03,"1990",1991-06-18,"1991",11,258,"durham"
"27795","USGS","0208524930","LITTLE R TRIB 0.3 MILE AB MOUTH AT FAIRNTOSH, NC","ST",36.11653249,-78.8575068,"S","NAD83",NA,NA,NA,"03020201","qw","00618",NA,"0",NA,"wat","NUT","197186","0",1992-11-09,"1992",1994-04-26,"1994",9,533,"durham"
"27796","USGS","0208524930","LITTLE R TRIB 0.3 MILE AB MOUTH AT FAIRNTOSH, NC","ST",36.11653249,-78.8575068,"S","NAD83",NA,NA,NA,"03020201","qw","00620",NA,"0",NA,"wat","NUT","197186","0",1992-01-14,"1992",1992-08-19,"1992",7,218,"durham"
"27878","USGS","0208524930","LITTLE R TRIB 0.3 MILE AB MOUTH AT FAIRNTOSH, NC","ST",36.11653249,-78.8575068,"S","NAD83",NA,NA,NA,"03020201","qw","71851",NA,"0",NA,"wat","NUT","197186","0",1992-11-09,"1992",1994-04-26,"1994",9,533,"durham"
"27922","USGS","0208524950","LITTLE RIVER TRIB AT FAIRNTOSH, NC","ST",36.11444444,-78.8583333,"S","NAD83",NA,NA,NA,"03020201","qw","00618",NA,"0",NA,"wat","NUT","197186","0",1994-07-21,"1994",2011-09-07,"2011",152,6257,"durham"
"28182","USGS","0208524950","LITTLE RIVER TRIB AT FAIRNTOSH, NC","ST",36.11444444,-78.8583333,"S","NAD83",NA,NA,NA,"03020201","qw","71851",NA,"0",NA,"wat","NUT","197186","0",1994-07-21,"1994",2011-09-07,"2011",152,6257,"durham"
"28312","USGS","0208524975","LITTLE R BL LITTLE R TRIB AT FAIRNTOSH, NC","ST",36.1133333,-78.8597222,"S","NAD83",263.6,0.05,"NAVD88","03020201","qw","00618",NA,"0",NA,"wat","NUT","197186","0",1995-06-30,"1995",2014-06-16,"2014",146,6926,"durham"
"28402","USGS","0208524975","LITTLE R BL LITTLE R TRIB AT FAIRNTOSH, NC","ST",36.1133333,-78.8597222,"S","NAD83",263.6,0.05,"NAVD88","03020201","qw","71851",NA,"0",NA,"wat","NUT","197186","0",1995-06-30,"1995",2014-06-16,"2014",146,6926,"durham"
"28465","USGS","0208525095","CABIN BRANCH TRIB AT PARAGON CIRCLE NR DURHAM, NC","ST",36.10241667,-78.8857222,"5","NAD83",343,10,"NGVD29","03020201","qw","00618",NA,"0",NA,"wat","NUT","197186","0",2004-12-17,"2004",2005-06-17,"2005",5,182,"durham"
"28632","USGS","0208525095","CABIN BRANCH TRIB AT PARAGON CIRCLE NR DURHAM, NC","ST",36.10241667,-78.8857222,"5","NAD83",343,10,"NGVD29","03020201","qw","71851",NA,"0",NA,"wat","NUT","197186","0",2004-12-17,"2004",2005-06-17,"2005",5,182,"durham"
"28907","USGS","0208527100","ENO RIVER TRIB AT SR1004 NR FAIRNTOSH, NC","ST",36.08819955,-78.8447289,"S","NAD83",NA,NA,NA,"03020201","qw","00618",NA,"0",NA,"wat","NUT","197186","0",1992-10-14,"1992",1994-04-26,"1994",10,559,"durham"
"28908","USGS","0208527100","ENO RIVER TRIB AT SR1004 NR FAIRNTOSH, NC","ST",36.08819955,-78.8447289,"S","NAD83",NA,NA,NA,"03020201","qw","00620",NA,"0",NA,"wat","NUT","197186","0",1990-10-11,"1990",1992-08-19,"1992",13,678,"durham"
"29174","USGS","0208527100","ENO RIVER TRIB AT SR1004 NR FAIRNTOSH, NC","ST",36.08819955,-78.8447289,"S","NAD83",NA,NA,NA,"03020201","qw","71851",NA,"0",NA,"wat","NUT","197186","0",1992-10-14,"1992",1994-04-26,"1994",10,559,"durham"
"29498","USGS","02085390","NORTH FLAT RIVER AT TIMBERLAKE, NC","ST",36.29014135,-78.9450087,"S","NAD83",NA,NA,NA,"03020201","qw","00618",NA,"0",NA,"wat","NUT","197186","0",2000-07-11,"2000",2000-07-11,"2000",1,0,"person"
"29738","USGS","02085390","NORTH FLAT RIVER AT TIMBERLAKE, NC","ST",36.29014135,-78.9450087,"S","NAD83",NA,NA,NA,"03020201","qw","71851",NA,"0",NA,"wat","NUT","197186","0",2000-07-11,"2000",2000-07-11,"2000",1,0,"person"
"29850","USGS","02085430","DEEP CREEK NEAR MORIAH, NC","ST",36.24027778,-78.88888889,"1","NAD83",400,5,"NGVD29","03020201","qw","00618",NA,"0",NA,"wat","NUT","197186","0",2000-07-12,"2000",2003-07-16,"2003",3,1099,"person"
"29941","USGS","02085430","DEEP CREEK NEAR MORIAH, NC","ST",36.24027778,-78.88888889,"1","NAD83",400,5,"NGVD29","03020201","qw","71851",NA,"0",NA,"wat","NUT","197186","0",2000-07-12,"2000",2003-07-16,"2003",3,1099,"person"
"30071","USGS","02085500","FLAT RIVER AT BAHAMA, NC","ST",36.18277778,-78.87888889,"S","NAD83",345.8,0.12,"NAVD88","03020201","qw","00618",NA,"0",NA,"wat","NUT","197186","0",1994-02-24,"1994",2014-06-10,"2014",160,7411,"durham"
"30072","USGS","02085500","FLAT RIVER AT BAHAMA, NC","ST",36.18277778,-78.87888889,"S","NAD83",345.8,0.12,"NAVD88","03020201","qw","00620",NA,"0",NA,"wat","NUT","197186","0",1955-08-29,"1955",1991-09-26,"1991",13,13177,"durham"
"30903","USGS","02085500","FLAT RIVER AT BAHAMA, NC","ST",36.18277778,-78.87888889,"S","NAD83",345.8,0.12,"NAVD88","03020201","qw","71850",NA,"0",NA,"wat","NUT","197186","0",1955-08-29,"1955",1961-08-22,"1961",10,2185,"durham"
"30904","USGS","02085500","FLAT RIVER AT BAHAMA, NC","ST",36.18277778,-78.87888889,"S","NAD83",345.8,0.12,"NAVD88","03020201","qw","71851",NA,"0",NA,"wat","NUT","197186","0",1994-02-24,"1994",2014-06-10,"2014",160,7411,"durham"
"31172","USGS","02086000","DIAL CREEK NEAR BAHAMA, NC","ST",36.17680984,-78.85639558,"S","NAD83",357.67,1,"NGVD29","03020201","qw","00620",NA,"0",NA,"wat","NUT","197186","0",1955-05-03,"1955",1961-08-23,"1961",11,2304,"durham"
"31193","USGS","02086000","DIAL CREEK NEAR BAHAMA, NC","ST",36.17680984,-78.85639558,"S","NAD83",357.67,1,"NGVD29","03020201","qw","71850",NA,"0",NA,"wat","NUT","197186","0",1955-05-03,"1955",1961-08-23,"1961",11,2304,"durham"
"31386","USGS","02086300","ROCKY CREEK NEAR BAHAMA, NC","ST",36.17514367,-78.8219504,"S","NAD83",NA,NA,NA,"03020201","qw","00620",NA,"0",NA,"wat","NUT","197186","0",1977-04-05,"1977",1977-06-15,"1977",2,71,"durham"
"31463","USGS","02086490","LAKE MICHIE AT DAM NR BAHAMA, NC","LK",36.1508333,-78.83,"S","NAD83",NA,NA,NA,"03020201","qw","00618",NA,"0",NA,"wat","NUT","197186","0",1990-10-03,"1990",2011-06-29,"2011",172,7574,"durham"
"31464","USGS","02086490","LAKE MICHIE AT DAM NR BAHAMA, NC","LK",36.1508333,-78.83,"S","NAD83",NA,NA,NA,"03020201","qw","00620",NA,"0",NA,"wat","NUT","197186","0",1988-11-22,"1988",1992-04-29,"1992",18,1254,"durham"
"31723","USGS","02086490","LAKE MICHIE AT DAM NR BAHAMA, NC","LK",36.1508333,-78.83,"S","NAD83",NA,NA,NA,"03020201","qw","71851",NA,"0",NA,"wat","NUT","197186","0",1990-10-03,"1990",2011-06-29,"2011",172,7574,"durham"
"31897","USGS","02086500","FLAT RIVER AT DAM NEAR BAHAMA, NC","ST",36.1486111,-78.82888889,"S","NAD83",255.7,0.5,"NAVD88","03020201","qw","00618",NA,"0",NA,"wat","NUT","197186","0",1990-10-30,"1990",2014-06-16,"2014",11,8630,"durham"
"31898","USGS","02086500","FLAT RIVER AT DAM NEAR BAHAMA, NC","ST",36.1486111,-78.82888889,"S","NAD83",255.7,0.5,"NAVD88","03020201","qw","00620",NA,"0",NA,"wat","NUT","197186","0",1955-05-03,"1955",1991-06-18,"1991",107,13195,"durham"
"32099","USGS","02086500","FLAT RIVER AT DAM NEAR BAHAMA, NC","ST",36.1486111,-78.82888889,"S","NAD83",255.7,0.5,"NAVD88","03020201","qw","71850",NA,"0",NA,"wat","NUT","197186","0",1955-05-03,"1955",1959-09-11,"1959",19,1592,"durham"
"32100","USGS","02086500","FLAT RIVER AT DAM NEAR BAHAMA, NC","ST",36.1486111,-78.82888889,"S","NAD83",255.7,0.5,"NAVD88","03020201","qw","71851",NA,"0",NA,"wat","NUT","197186","0",1990-10-30,"1990",2014-06-16,"2014",11,8630,"durham"
"32210","USGS","0208650112","FLAT RIVER TRIB NR WILLARDVILLE, NC","ST",36.13194444,-78.8333333,"S","NAD83",270,1,"NGVD29","03020201","qw","00618",NA,"0",NA,"wat","NUT","197186","0",1994-07-21,"1994",2011-09-07,"2011",143,6257,"durham"
"32211","USGS","0208650112","FLAT RIVER TRIB NR WILLARDVILLE, NC","ST",36.13194444,-78.8333333,"S","NAD83",270,1,"NGVD29","03020201","qw","00620",NA,"0",NA,"wat","NUT","197186","0",1990-10-11,"1990",1991-04-30,"1991",5,201,"durham"
"32631","USGS","0208650112","FLAT RIVER TRIB NR WILLARDVILLE, NC","ST",36.13194444,-78.8333333,"S","NAD83",270,1,"NGVD29","03020201","qw","71851",NA,"0",NA,"wat","NUT","197186","0",1994-07-21,"1994",2011-09-07,"2011",143,6257,"durham"
"32808","USGS","02086569","LAKE BUTNER AT DAM NEAR BUTNER, NC","LK",36.16694444,-78.7722222,"S","NAD83",NA,NA,NA,"03020201","qw","00618",NA,"0",NA,"wat","NUT","197186","0",2007-08-28,"2007",2011-06-15,"2011",48,1387,"granville"
"32852","USGS","02086569","LAKE BUTNER AT DAM NEAR BUTNER, NC","LK",36.16694444,-78.7722222,"S","NAD83",NA,NA,NA,"03020201","qw","71851",NA,"0",NA,"wat","NUT","197186","0",2007-08-28,"2007",2011-06-15,"2011",48,1387,"granville"
"32880","USGS","02086570","KNAP OF REEDS CREEK AT SR1121 NEAR BUTNER, NC","ST",36.15764448,-78.7738939,"S","NAD83",NA,NA,NA,"03020201","qw","00618",NA,"0",NA,"wat","NUT","197186","0",1968-10-04,"1968",1968-10-04,"1968",1,0,"granville"
"32900","USGS","02086570","KNAP OF REEDS CREEK AT SR1121 NEAR BUTNER, NC","ST",36.15764448,-78.7738939,"S","NAD83",NA,NA,NA,"03020201","qw","71851",NA,"0",NA,"wat","NUT","197186","0",1968-10-04,"1968",1968-10-04,"1968",1,0,"granville"
"32945","USGS","02086624","KNAP OF REEDS CREEK NEAR BUTNER, NC","ST",36.12792215,-78.7983389,"S","NAD83",254.56,0.1,"NAVD88","03020201","qw","00618",NA,"0",NA,"wat","NUT","197186","0",1992-10-04,"1992",2011-03-30,"2011",10,6751,"granville"
"32946","USGS","02086624","KNAP OF REEDS CREEK NEAR BUTNER, NC","ST",36.12792215,-78.7983389,"S","NAD83",254.56,0.1,"NAVD88","03020201","qw","00620",NA,"0",NA,"wat","NUT","197186","0",1982-11-17,"1982",1987-05-18,"1987",54,1643,"granville"
"33213","USGS","02086624","KNAP OF REEDS CREEK NEAR BUTNER, NC","ST",36.12792215,-78.7983389,"S","NAD83",254.56,0.1,"NAVD88","03020201","qw","71851",NA,"0",NA,"wat","NUT","197186","0",1992-10-04,"1992",2011-03-30,"2011",10,6751,"granville"
"33372","USGS","0208682450","ELLERBE CR BELOW SECONDARY RD 1669 NR WEAVER, NC","ST",36.0298333,-78.8636944,"S","NAD83",NA,NA,NA,NA,"qw","00618",NA,"0",NA,"wat","NUT","197186","0",2016-07-12,"2016",2016-07-12,"2016",1,0,"durham"
"33496","USGS","0208682450","ELLERBE CR BELOW SECONDARY RD 1669 NR WEAVER, NC","ST",36.0298333,-78.8636944,"S","NAD83",NA,NA,NA,NA,"qw","71851",NA,"0",NA,"wat","NUT","197186","0",2016-07-12,"2016",2016-07-12,"2016",1,0,"durham"
"33572","USGS","02086833","ELLERBE CREEK 0.33 MI BELOW SR1669 NR WEAVER, NC","ST",36.03205556,-78.8620556,"S","NAD83",NA,NA,NA,"03020201","qw","00618",NA,"0",NA,"wat","NUT","197186","0",2016-07-12,"2016",2018-03-27,"2018",2,623,"durham"
"33601","USGS","02086833","ELLERBE CREEK 0.33 MI BELOW SR1669 NR WEAVER, NC","ST",36.03205556,-78.8620556,"S","NAD83",NA,NA,NA,"03020201","qw","71851",NA,"0",NA,"wat","NUT","197186","0",2016-07-12,"2016",2018-03-27,"2018",2,623,"durham"
"33629","USGS","02086835","ELLERBE CREEK 0.59 MI BELOW SR1669 NR WEAVER, NC","ST",36.0357222,-78.8604167,"S","NAD83",NA,NA,NA,"03020201","qw","00618",NA,"0",NA,"wat","NUT","197186","0",2016-07-12,"2016",2016-07-12,"2016",1,0,"durham"
"33654","USGS","02086835","ELLERBE CREEK 0.59 MI BELOW SR1669 NR WEAVER, NC","ST",36.0357222,-78.8604167,"S","NAD83",NA,NA,NA,"03020201","qw","71851",NA,"0",NA,"wat","NUT","197186","0",2016-07-12,"2016",2016-07-12,"2016",1,0,"durham"
"33682","USGS","02086837","ELLERBE CREEK 0.71 MI BELOW SR1669 NR WEAVER, NC","ST",36.03725,-78.85963889,"S","NAD83",NA,NA,NA,"03020201","qw","00618",NA,"0",NA,"wat","NUT","197186","0",2016-07-12,"2016",2018-03-27,"2018",2,623,"durham"
"33711","USGS","02086837","ELLERBE CREEK 0.71 MI BELOW SR1669 NR WEAVER, NC","ST",36.03725,-78.85963889,"S","NAD83",NA,NA,NA,"03020201","qw","71851",NA,"0",NA,"wat","NUT","197186","0",2016-07-12,"2016",2018-03-27,"2018",2,623,"durham"
"33739","USGS","02086839","ELLERBE CREEK 0.89 MI BELOW SR1669 NR WEAVER, NC","ST",36.0396111,-78.8581667,"S","NAD83",NA,NA,NA,"03020201","qw","00618",NA,"0",NA,"wat","NUT","197186","0",2016-07-12,"2016",2016-07-12,"2016",1,0,"durham"
"33764","USGS","02086839","ELLERBE CREEK 0.89 MI BELOW SR1669 NR WEAVER, NC","ST",36.0396111,-78.8581667,"S","NAD83",NA,NA,NA,"03020201","qw","71851",NA,"0",NA,"wat","NUT","197186","0",2016-07-12,"2016",2016-07-12,"2016",1,0,"durham"
